index,Filer_499_ID,LastFiling,USF_Contributor_1,Legal_Name_of_Carrier,Doing_Business_As,Principal_Comm_Type_1,Holding_Company,CORESID,Management_Company,HQ_Address1,HQ_Address2,HQ_Address3,HQ_City,HQ_State,HQ_Zip_Code,Customer_Inquiries_Address1,Customer_Inquiries_Address2,Customer_Inquiries_Address3,Customer_Inquiries_City,Customer_Inquiries_State,Customer_Inquiries_Zip_Code,Customer_Inquiries_Telephone,Customer_Inquiries_Ext,Other_Trade_Name1,Other_Trade_Name2,Other_Trade_Name3,Other_Trade_Name4,Other_Trade_Name5,Other_Trade_Name6,Other_Trade_Name7,Other_Trade_Name8,Other_Trade_Name9,Other_Trade_Name10,Other_Trade_Name11,Other_Trade_Name12,Other_Trade_Name13,DC_Agent1,DC_Agent2,DC_Agent_Telephone,DC_Agent_Ext,DC_Agent_Fax,DC_Agent_EMail,DC_Agent_Address1,DC_Agent_Address2,DC_Agent_Address3,DC_Agent_City,DC_Agent_State,DC_Agent_Zip,Alternate_Agent1,Alternate_Agent2,Alternate_Agent_Telephone,Alternate_Agent_Ext,Alternate_Agent_Fax,Alternate_Agent_EMail,Alternate_Agent_Address1,Alternate_Agent_Address2,Alternate_Agent_Address3,Alternate_Agent_City,Alternate_Agent_State,Alternate_Agent_Zip_Code,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Johnston_Atoll,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Midway_Atoll,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,US_Virgin_Islands,Vermont,Virginia,Wake_Island,Washington,West_Virginia,Wisconsin,Wyoming,note1,note2,note3
31,801309,4/1/2019,Yes,The Oregon Farmers Mutual Telephone Company,Oregon Farmers Mutual Telephone Company,Incumbent LEC,NORTHWEST MISSOURI HOLDINGS INC,0003733847,,130 N. 4TH Street,PO Box  485,,Macclenny,FL,32063,118 E Nodaway,,,Oregon,FL,64473,(660) 446-3391,,,,,,,,,,,,,,,Thomas Moorman,Woods & Aitken LLP,(202) 944-9500,,(202) 944-9501,FCCagent@woodsaitken.com,"5335 Wisconsin Avenue, N.W.",Suite 950,,Washington,DC,20015-2092,Tammy Souza,Oregon Farmers Mutual Telephone Co.,(904) 259-0036,,,tsouza@townes.net,130 N 4TH Street / PO Box 485,,,Macclenny,FL,32063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
32,801312,4/1/2019,Yes,Buggs Island Tel. Coop.,Buggs Island Telephone Cooperative,Incumbent LEC,,0002031698,,100 Nellie Jones Rd,PO Box 129,,Bracey,VA,23919,100 Nellie Jones Rd,PO Box 129,,Bracey,VA,23919,(888) 829-2844,,Buggs.net,BIT Communications,,,,,,,,,,,,John Prendergast,"Blooston, Mordkofsky, Jackson & Dickens",(202) 659-0830,,(202) 828-5568,cary@bloostonlaw.com,"2120 L Street, NW",,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
33,801321,4/1/2019,Yes,Dakota Central Telecommunications Cooperative,"Dakota Central Telecommunications Cooperative, Inc",Incumbent LEC,,0003759917,,630 Fifth Street North,PO Box 299,,Carrington,ND,58421,630 Fifth Street North,PO Box 299,,Carrington,ND,58421,(701) 652-3184,,,,,,,,,,,,,,,Salvatore Taillefer,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 828-5562,,(202) 828-5568,sta@bloostonlaw.com,2120 L Street NW,Suite 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
34,801322,4/1/2019,Yes,"Dakota Central Telecom I, Inc.","Dakota Central Telecom I, Inc.",Incumbent LEC,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,0004318895,,"DAKOTA CENTRAL TELECOM I, INC",630 - 5th St North,PO Box 299,Carrington,ND,58421,"DAKOTA CENTRAL TELECOM I, INC",630 - 5th St North,PO Box 299,Carrington,ND,58421,(701) 652-3184,,,,,,,,,,,,,,,Salvatore Taillefer,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 828-5562,,(202) 828-5568,sta@bloostonlaw.com,2120 L St NW,Suite 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
35,801324,4/1/2019,Yes,"Clear Lake Telephone Company,  Inc.",Clear Lake Telephone Company,Incumbent LEC,CLEAR LAKE TELEPHONE COMPANY INC,0003719458,,316 Third Avenue,P O Box 47,,Clear Lake,WI,54005,316 Third Avenue,P O Box 47,,Clear Lake,WI,54005,(715) 263-2755,,Clear Lake Telephone Company,,,,,,,,,,,,,John Prendergast,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 659-0830,,(202) 828-5568,jap@bloostonlaw.com,"2120 L Street, NW",,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
37,801330,4/1/2019,Yes,Terril Tel. Co.,Terril Telephone Company,Incumbent LEC,,0003722758,,107 S State St,PO Box 100,,Terril,IA,51364-0100,107 S State St,PO Box 100,,Terril,IA,51364-0100,(712) 853-6121,,Terril Telephone Cooperative,,,,,,,,,,,,,James Troup,"Fletcher, Heald, & Hildreth, PLC",(202) 828-5700,,(703) 812-0486,troup@fhhlaw.com,"2200 Pennsylvania Ave, N.W.",4th Floor East,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
38,801333,4/1/2019,Yes,Shawnee Tel. Co.,Shawnee Telephone Company,Incumbent LEC,SHAWNEE COMMUNICATIONS INC,0003742954,,PO Box 69,,,Equality,IL,62934,PO Box 69,,,Equality,IL,62934,(618) 276-4211,,Shawnee Telephone Company,,,,,,,,,,,,,Gerard Duffy,"Blooston, Mordkofsky,Dickens,Duffy & Prendergast,",(202) 828-5528,,(202) 828-5568,gjd@bloostonlaw.com,"2120 L Street, NW",Suite 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
42,801339,4/1/2019,Yes,Brandenburg Telephone Company,"Brandenburg Telephone Co., Inc.",Incumbent LEC,Brandenburg Communications Corp,0004995429,,200 Telco Drive,,,Brandenburg,KY,40108,200 Telco Drive,,,Brandenburg,KY,40108,(270) 422-2121,,,,,,,,,,,,,,,Steve Kraskin,Communications Advisory Councel,(202) 333-1770,,(202) 333-5274,skraskin@independent-tel.com,5335 Wisconsin Avenue NW,Suite 440,,Washington,DC,20015,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
43,801342,4/1/2019,Yes,Bush-Tell Inc.,"Bush-Tell, Inc.",Incumbent LEC,,0005079314,,PO Box 109,,,Aniak,AK,99557,PO Box 109,,,Aniak,AK,99557,(907) 675-4311,,"Bush-Tell, Inc.",,,,,,,,,,,,,Robert Jackson,"Blooston, Mordkofsky, Dickens, Duffy & Prender",(202) 828-5515,,(202) 828-5568,rmi@bloostonlaw.com,"2120 L Street, NW",Suite 300,,Washington,DC,20037,Dean Thompson,"Kemppel, Huffman & Ellis, PC",(907) 277-1604,,,ddt@khe.com,255 East Fireweed Lane,Suite 200,,Anchorage,AK,99503,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
46,801348,4/1/2019,Yes,The Chillicothe Telephone Co.,Horizon Chillicothe Telephone,Incumbent LEC,HORIZON TELCOM INC,0003007481,,PO Box 480,,,Chillicothe,OH,45601-0480,PO Box 480,,,Chillicothe,OH,45601-0480,(866) 436-7163,,Horizon Chillicothe Telephone,The Chillicothe Telephone Company,Horizon,,,,,,,,,,,Gerard Duffy,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 659-0830,,(202) 828-5568,gjd@bloostonlaw.com,2120 L St NW,Suite 300,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
47,801351,4/1/2019,Yes,Cascade Communications Company,Cascade Communications Company,Incumbent LEC,CASCADE COMMUNICATIONS COMPANY,0004330908,,106 Taylor St SE,PO Box 250,,Cascade,IA,52033-0250,106 Taylor St SE,PO Box 250,,Cascade,IA,52033-0250,(563) 852-3710,,Cascade Telephone Company,Cascade Communications Company,Cascade Communications Long Distance,,,,,,,,,,,Gerald Duffy,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 828-5528,,(202) 828-5568,gjd@bloostonlaw.com,2120 L St NW,,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
49,801357,4/1/2019,Yes,Chester Tel. Co.,Chester Telephone Company,Incumbent LEC,CHESTER TELEPHONE COMPANY,0003707775,,PO Box 160,,,Chester,SC,29706,PO Box 160,,,Chester,SC,29706,(800) 768-1212,,Truvista,Chester Telephone Company,,,,,,,,,,,,Donald Herman,"Herman & Whiteaker, LLC",(202) 600-7272,,(202) 706-6056,dcagent@hermanwhiteaker.com,"5507 Carolina Place, NW",,,Washington,DC,20016,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
50,801363,4/1/2019,Yes,Grafton Telephone Company,Grafton Telephone Company,Incumbent LEC,GRAFTON COMMUNICATIONS INC,0005077342,,Grafton Telephone Company,PO Box 188,119 East Main Street,Grafton,IL,62037-0188,Grafton Telephone Company,PO Box 188,119 East Main Street,Grafton,IL,62037-0188,(618) 786-3311,,,,,,,,,,,,,,,Caressa Bennet,Bennet & Bennet,(202) 371-1500,,(202) 371-1558,cbennet@bennetlaw.com,1000 Vermont Ave NW,10th Floor,,Washington,DC,20005,Tom Korte,"GVNW Consulting, Inc",(217) 698-2700,,,tkorte@gvnw.com,2930 Montvale Drive #B,,,Springfield,IL,62704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
52,801366,4/1/2019,Yes,Peoples Telephone Company,Peoples Telephone Company,Incumbent LEC,Telephone Electronics Corporation,0003723715,,236 East Capitol St,Floor 5,,Jackson,MS,39201,236 East Capitol St,Floor 5,,Jackson,MS,39201,(601) 354-9070,,Peoples Long Distance,TEC - Erin Division,,,,,,,,,,,,Thomas Moorman,Woods & Aitken LLP,(202) 944-9500,,(202) 944-9501,FCCagent@woodsaitken.com,"5335 Wisconsin Avenue, N.W.",Suite 950,,Washington,DC,20015-2092,Lisa Wigington,Telephone Electronics Corporation,(601) 354-9070,,,LisaW@tec.com,236 E Capitol St,5th Floor,,Jackson,MS,39201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
53,801369,4/1/2019,Yes,West Tennessee Telephone Co. Inc.,"West Tennessee Telephone Co., Inc.",Incumbent LEC,Telephone Electronics Corporation,0003723723,,236 East Capitol St,Floor 5,,Jackson,MS,39201,236 East Capitol St,Floor 5,,Jackson,MS,39201,(601) 354-9070,,West Tennessee Long Distance,TEC - Bradford Division,,,,,,,,,,,,Thomas Moorman,Woods & Aitken LLP,(202) 944-9500,,(202) 944-9501,FCCagent@woodsaitken.com,"5335 Wisconsin Avenue, N.W.",Suite 950,,Washington,DC,20015-2092,Lisa Wigington,Telephone Electronics Corporation,(601) 354-9070,,,LisaW@tec.com,236 E Capitol St.,5th Floor,,Jackson,MS,39201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
55,801378,4/1/2019,Yes,Bloomer Tel. Co.,Bloomer Telephone Company,Incumbent LEC,BLOOMER TELEPHONE COMPANY,0002723336,,1120 15th Ave,,,Bloomer,WI,54724,1120 15th Ave,,,Bloomer,WI,54724,(715) 568-4830,,Bloomer Telephone Company,,,,,,,,,,,,,John Prendergast,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 659-0830,,(202) 828-5568,jap@bloostonlaw.com,"2120 L St, NW",,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
56,801384,4/1/2019,Yes,James Valley Cooperative Tel. Co.,James Valley Telecommunications,Incumbent LEC,JAMES VALLEY COOPERATIVE TELEPHONE COMPANY,0003709888,,235 E 1st Ave,PO Box 260,,Groton,SD,57445,235 E 1st Ave,PO Box 260,,Groton,SD,57445,(800) 556-6525,,James Valley Cooperative Telephone Company,James Valley Telecommunications,,,,,,,,,,,,David Carter,Womble Bond Dickinson (US) LLP,(202) 857-4593,,,David.Carter@wbd-us.com,"1200 Nineteenth Street, N.W.",Suite 500,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
58,801387,4/1/2019,Yes,LaHarpe Tel. Co.,"LaHarpe Telephone Company, Inc.",Incumbent LEC,IRISH COMMUNICATIONS CO INC,0004980611,,PO Box 462,104 N Center St,,LaHarpe,IL,61450,PO Box 462,104 N Center St,,LaHarpe,IL,61450,(217) 659-7721,,"LaHarpe Telephone Company, Inc.",,,,,,,,,,,,,Thomas Moorman,Woods & Aitken LLP,(202) 944-9500,,(202) 944-9501,FCCagent@woodsaitken.com,"5335 Wisconsin Avenue, N.W.",Suite 950,,Washington,DC,20015-2092,Robert Wortinger,"Kiesling Associates, LLP",(608) 664-9110,,,rwortinger@kiesling.com,8517 Excelsior Drive,Suite 301,,Madison,WI,53717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
61,801393,4/1/2019,Yes,"Citizens Telephone Cooperative, Inc","Citizens Telephone Cooperative, Inc.",Incumbent LEC,CITIZENS TELEPHONE COOPERATIVE INC,0003749264,,Citizens Telephone Cooperative Inc,PO Box 127,328 West Main Street,New Auburn,WI,54757,Citizens Telephone Cooperative Inc,PO Box 127,328 West Main Street,New Auburn,WI,54757,(715) 237-2605,,"Citizens Telephone Cooperative, Inc.",Citizens Connected,,,,,,,,,,,,,"Blooston, Mordkofsky, Dickens, Duffy & Prendergast",(202) 828-5563,,(202) 828-5568,gjd@bmjd.com,"2120 L St NW, Suite 300",,,Washington,DC,20037,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
62,801396,4/1/2019,Yes,Bloomingdale Tel. Co.,"Bloomingdale Telephone Company, Inc.",Incumbent LEC,,0004342895,,101 W Kalamazoo St,PO Box 187,,Bloomingdale,MI,49026,101 W Kalamazoo St,PO Box 187,,Bloomingdale,MI,49026,(269) 521-7300,,,,,,,,,,,,,,,Pamela Gist,"Lukas, Nace, Gutierrez & Sachs, Chartered",(703) 584-8678,,(703) 584-8695,pgist@fcclaw.com,"5184 Palasade Lane, NW",,,Washington,DC,20016,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
64,801402,4/1/2019,Yes,Ridgeway Tel. Co. Inc.,Ridgeway Telephone Company,Incumbent LEC,CHESTER TELEPHONE COMPANY,0003707791,,PO Box 160,,,Chester,SC,29706,PO Box 160,,,Chester,SC,29706,(800) 768-1212,,Truvista,Ridgeway Telephone Company,,,,,,,,,,,,Donald Herman,"Herman & Whiteaker, LLC",(202) 600-7272,,(202) 706-6056,dcagent@hermanwhiteaker.com,"5507 Carolina Place, NW",,,Washington,DC,20016,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
